;Title;Author;Type;Venue;Year;;;
;Run-Time Generation, Transformation, and Verification of Access Control Models for Self-Protection;Christopher Bailey, Lionel Montrieux, Rogerio De Lemos, Yijun Yu and Michel Wermelinger;;SEAMS;2014;;;
;A Prediction-Driven Adaptation Approach for Self-Adaptive Sensor Networks;Ivan Dario Paez Anaya, Viliam Simko, Johann Bourcier, Noël Plouzeau, Jean-Marc Jézéquel;;SEAMS;2014;;;
;Stochastic Game Analysis and Latency Awareness for Proactive Self-Adaptation;Javier Cámara Moreno, Gabriel Moreno and David Garlan;;SEAMS;2014;;;
;Dealing with Multiple Failures in Zanshin: A Control-Theoretic Approach;Konstantinos Angelopoulos, Vítor Silva Souza and John Mylopoulos;;SEAMS;2014;;;
;Do external feedback loops improve the design of self-adaptive systems? a controlled experiment;Danny Weyns, M. Usman Iftikhar, Joakim Söderlund;;SEAMS;2013;;;
;Evolving an adaptive industrial software system to use architecture-based self-adaptation;Javier Cámara, Pedro Correia, Rogério De Lemos, David Garlan, Pedro Gomes, Bradley Schmerl, Rafael Ventura;;SEAMS;2013;;;
;Requirements and architectural approaches to adaptive software systems: a comparative study;Konstantinos Angelopoulos, Vítor E. Silva Souza, João Pimentel;;SEAMS;2013;;;
;On estimating actuation delays in elastic computing systems;Alessio Gambi, Daniel Moldovan, Georgiana Copil, Hong-Linh Truong, Schahram Dustdar;;SEAMS;2013;;;
;Self-adaptive and sensitivity-aware QoS modeling for the cloud;Tao Chen, Rami Bahsoon;;SEAMS;2013;;;
;QoS-aware fully decentralized service assembly;Vincenzo Grassi, Moreno Marzolla, Raffaela Mirandola;;SEAMS;2013;;;
;Formalizing correctness criteria of dynamic updates derived from specification changes;Valerio Panzica La Manna, Joel Greenyer, Carlo Ghezzi, Christian Brenner;;SEAMS;2013;;;
;Run-time adaptation of mobile applications using genetic algorithms;Gustavo G. Pascual, Mónica Pinto, Lidia Fuentes;;SEAMS;2013;;;
;Guaranteeing robustness in a mobile learning application using formally verified MAPE loops;Didac Gil de la Iglesia, Danny Weyns;;SEAMS;2013;;;
;Engineering adaptation with zanshin: an experience report;Genci Tallabaci, Vítor E. Silva Souza;;SEAMS;2013;;;
;Diagnosing architectural run-time failures;Paulo Casanova, David Garlan, Bradley Schmerl, Rui Abreu;;SEAMS;2013;;;
;Dynamic decision networks for decision-making in self-adaptive systems: a case study;Nelly Bencomo, Amel Belaggoun, Valerie Issarny;;SEAMS;2013;;;
;Self-adaptive containers: building resource-efficient applications with low programmer overhead;Wei-Chih Huang, William J. Knottenbelt;;SEAMS;2013;;;
;Synthesizing self-adaptive connectors meeting functional and performance concerns;Antinisca Di Marco, Paola Inverardi, Romina Spalazzese;;SEAMS;2013;;;
;High-quality specification of self-adaptive software systems;Markus Luckey, Gregor Engels;;SEAMS;2013;;;
;Improving context-awareness in self-adaptation using the DYNAMICO reference model;Gabriel Tamura, Norha M. Villegas, Hausi A. Müller, Laurence Duchien, Lionel Seinturier;;SEAMS;2013;;;
;Law and adaptivity in requirements engineering;Silvia Ingolfo, Vítor E. Silva Souza;;SEAMS;2013;;;
;Towards run-time testing of dynamic adaptive systems;Erik M. Fredericks, Andres J. Ramirez, Betty H. C. Cheng;;SEAMS;2013;;;
;RPC automation: making legacy code relevant;Andreas Bergen, Yağız Onat Yazır, Hausi A. Müller, Yvonne Coady;;SEAMS;2013;;;
;Proactive Adaptation of Service Composition;Rafael R. Aschoff and Andrea Zisman;;SEAMS;2012;;;
;Dynamic Self-Adaptation for Distributed Service-Oriented Transactions;Hassan Gomaa and Koji Hashimoto;;SEAMS;2012;;;
;OSIRIS-SR: A Safety Ring for Self-Healing Distributed Composite Service Execution ;Nenad Stojnić and Heiko Schuldt;;SEAMS;2012;;;
;Traffic Routing for Evaluating Self-Adaptation;Jochen Wuttke, Yuriy Brun, Alessandra Gorla, and Jonathan Ramaswamy;;SEAMS;2012;;;
;A Systematic Survey on the Design of Self-Adaptive Software Systems Using Control Engineering Approaches;Tharindu Patikirikorala, Alan Colman, Jun Han, and Liuping Wang;;SEAMS;2012;;;
;Reliability-Driven Dynamic Binding via Feedback Control;Antonio Filieri, Carlo Ghezzi, Alberto Leva, and Martina Maggio;;SEAMS;2012;;;
;Evaluation of Resilience in Self-Adaptive Systems Using Probabilistic Model-Checking;Javier Cámara and Rogério de Lemos ;;SEAMS;2012;;;
;Coordination of Distributed Systems through Self-Organizing Group Topologies;Sam Guinea and Panteha Saeedi ;;SEAMS;2012;;;
;Timing Constraints for Runtime Adaptation in Real-Time, Networked Embedded Systems;Marc Zeller and Christian Prehofer;;SEAMS;2012;;;
;A Middleware and Algorithms for Trust Calculation from Multiple Evidence Sources;Chern Har Yew and Hanan Lutfiyya;;SEAMS;2012;;;
;Claims and Supporting Evidence for Self-Adaptive Systems: A Literature Study;Danny Weyns, M. Usman Iftikhar, Sam Malek, and Jesper Andersson;;SEAMS;2012;;;
;A Taxonomy of Uncertainty for Dynamically Adaptive Systems;Andres J. Ramirez, Adam C. Jensen, and Betty H. C. Cheng;;SEAMS;2012;;;
;A Taxonomy and Survey of Self-Protecting Software Systems;Eric Yuan and Sam Malek ;;SEAMS;2012;;;
;Model-Based Adaptive DoS Attack Mitigation;Cornel Barna, Mark Shtern, Michael Smit, Vassilios Tzerpos, and Marin Litoiu;;SEAMS;2012;;;
;A Language for Feedback Loops in Self-Adaptive Systems: Executable Runtime Megamodels;Thomas Vogel and Holger Giese;;SEAMS;2012;;;
;Towards Mediation-Based Self-Healing of Data-Driven Business Processes;Tomasz Haupt;;SEAMS;2012;;;
;Synthesizing Dynamically Updating Controllers from Changes in Scenario-Based Specifications;Carlo Ghezzi, Joel Greenyer, and Valerio Panzica La Manna;;SEAMS;2012;;;
;(Requirement) Evolution Requirements for Adaptive Systems;Vítor E. Silva Souza, Alexei Lapouchnian, and John Mylopoulos;;SEAMS;2012;;;
;On the Role of Primary and Secondary Assets in Adaptive Security: An Application in Smart Grids;Liliana Pasquale, Mazeiar Salehie, Raian Ali, Inah Omoronyia, and Bashar Nuseibeh;;SEAMS;2012;;;
;Online Tool Condition Monitoring of CNC Turnings based on Motor Current Signature Analysis;Z. Zou, Y. Lin, D. Lin, F. Gu and A. D. Ball;;ICAC;2021;;;
;State Estimation for Stochastic Non-linear Systems via Backstepping Design;Q. Zhang and X. Yin;;ICAC;2021;;;
;Variance Assignment for a Class of Stochastic Non-linear Systems;Q. Zhang;;ICAC;2021;;;
;Influence of Manufactory Asymmetrical Squirrel Rotor on Motor Current Responses;H. Li, X. Sun, F. Gu and A. D. Ball;;ICAC;2021;;;
;User Behaviors, Roles, and Contributions in Product Co-Innovation Community;Q. Zheng, G. Ding, R. Li and H. Zhang;;ICAC;2021;;;
;A Review on Security Challenges in Internet of Things (IoT);K. Shaukat, T. M. Alam, I. A. Hameed, W. A. Khan, N. Abbas and S. Luo;;ICAC;2021;;;
;Weighted Multi-Element Synthetic Aperture Focusing Technique Algorithm of Ultrasonic Non-Destructive Testing on Machinery;Z. Wang, X. Ma and Y. Xu;;ICAC;2021;;;
;A Comparative Study of Methods to Forecast Domestic Energy Consumption Aggregated with Photovoltaic and Heat Pumps System;A. Rafi, T. Lee and W. Wu;;ICAC;2021;;;
;User Emotion Direction for Recommendation Systems-A Decade Review;S. Chanrueang, S. Thammaboosadee, K. Goh and H. Yu;;ICAC;2021;;;
;Specify and Model Automotive Cyber Physical Systems Using Hybrid Relation Calculus;L. Zhang and J. Liu;;ICAC;2021;;;
;Automatic Lane Merge based on Model Predictive Control;Z. Li, J. Jiang and W. -H. Chen;;ICAC;2021;;;
;Challenges and Opportunities in Last Mile Delivery: A Malaysian Case Study;S. Shah and M. Chan;;ICAC;2021;;;
;The Application of Vendor Managed Inventory (VMI) as Improvement Tool in Manufacturing;S. Shah and K. S. Huat;;ICAC;2021;;;
;Deformation error compensation of industrial robots in single point incremental forming by means of data-driven stiffness model;J. Blumberg et al.;;ICAC;2021;;;
;Research on machining accuracy of workpiece oriented to autonomous behavior of equipment;M. Honglong, L. Yefeng, S. Weitang, L. Yiming and Z. Qichun;;ICAC;2021;;;
;A Review: Machine Tools Digital Twin Modeling And Application;X. Lai, Y. Zhou, L. Jiang and G. Ding;;ICAC;2021;;;
;Review of The Optimization Algorithms for Remanufacturing Disassembly Line;Y. Hu, Y. Xu and Y. Jia;;ICAC;2021;;;
;Current Interest Enhanced Graph Neural Networks for Session-based Recommendation;Y. Lu, Y. Kong, Z. Sun, Z. Zhang, T. Chen and Y. Hu;;ICAC;2021;;;
;Manufacturing Resource Semantic Modeling & Description Towards Virtual Reorganization of Production Line Based on the IIoT;H. Hu, X. Meng and W. Qi;;ICAC;2021;;;
;Cloud Detection Method Using Convolutional Neural Network Based on Cascaded Color and Texture Feature Attention;J. Zhang, J. Wu, Y. Wang, H. Wang and Y. Li;;ICAC;2021;;;
;Differential Steering Control for 6 × 6 Wheel-drive Mobile Robot;H. Zhao, C. Luo, Y. Xu and J. Li;;ICAC;2021;;;
;Solving discrete time-varying complex division using recurrent neural network with disturbance suppression;Y. Shi, W. Zhao, J. Wang, J. Li and D. K. Gerontitis;;ICAC;2021;;;
;Optimized self-adaptive PID speed control for autonomous vehicles;Y. Kebbati, N. Ait-Oufroukh, V. Vigneron, D. Ichalal and D. Gruyer;;ICAC;2021;;;
;Recognition of Abnormal Human Behavior in Elevators based on CNN;Y. Shi et al.;;ICAC;2021;;;
;Fall Detection in Elevator Cages Based on XGBoost and LSTM;C. Xu et al.;;ICAC;2021;;;
;Dynamic Observer with Complex Coefficient Filter for Fault Detection;Y. Hu, X. Dai, D. Cui, Q. Zhang and Z. Jia;;ICAC;2021;;;
;Local Phase Correction Method Based on Multi-Frequency Phase Heterodyne;J. Tang et al.;;ICAC;2021;;;
;The Sequence-to-Sequence Architecture with An Embedded Module for Long-Term Traffic Speed Forecasting with Missing Data;G. Zheng, W. K. Chai and V. Katos,;;ICAC;2021;;;
;Deep Learning Based Video Captioning in Bengali;A. H. Raj, A. Seum, A. Dash, S. Islam and F. M. Shah;;ICAC;2021;;;
;Deterministic Planning for Flexible Intralogistics;M. Berndt, C. Fischer, D. Krummacker and H. D. Schotten;;ICAC;2021;;;
;A framework of industrial operations for hybrid robots;G. Zhou et al.;;ICAC;2021;;;
;Analyzing Human gait and posture using view-invariant and discriminative feature for person classification;P. D. Bhise and B. A. Sonkamble;;ICAC;2021;;;
;Performance of MobileNetV3 Transfer Learning on Handheld Device-based Real-Time Tree Species Identification;A. Hussain, B. Barua, A. Osman, R. Abozariba and A. T. Asyhari;;ICAC;2021;;;
;A Regulable Linear Guidance Flexible Virtual Fixture Based on EMG in Teleoperation System;Y. Fan, J. Luo, L. Zuo and N. Wang;;ICAC;2021;;;
;Learnable Quantization Loss Function Based on Expectation;H. Sun, Y. Cheng, Y. Wang, B. Wang and S. Yin;;ICAC;2021;;;
;Improved Census Transform Method for Semi-Global Matching Algorithm;X. Pan et al.;;ICAC;2021;;;
;A Detection Method of Electro-bicycle in Elevators Based on Improved YOLO v4;W. Wang et al.;;ICAC;2021;;;
;An Exploration Study of Smart Retail Service Design for Older Customers in the UK;Y. Yin;;ICAC;2021;;;
;Flight Delay Prediction: Data Analysis and Model Development;A. Anees and W. Huang;;ICAC;2021;;;
;Emotion Distribution Learning from Multi-Channel EEG Signals for Human Centred Service;X. Du, H. Qin, C. Ma and H. Wang;;ICAC;2021;;;
;Urban Annual Electricity Consumption Prediction Method Based On Fuzzy Cognitive Map;Z. Li, H. Han, Z. Yu and L. Li;;ICAC;2021;;;
;A Novel Machine RUL Prediction Method in Small Sample based on Fully Convolutional Variational Auto-Encoding Network;Y. Zou, K. Shi, Y. Liu, Zhangjidong, Y. Liu and G. Ding;;ICAC;2021;;;
;Application of Value Stream Mapping in Global Manufacturing Environment;S. Shah and C. Goh;;ICAC;2021;;;
;Load Optimisation and its Influence on Automotive Supply Chain;S. Shah and H. W. Hong;;ICAC;2021;;;
;Longitudinal Driving Skills Transfer from Driver to Smart Vehicle;S. Cheng, N. Wang, F. Chen and T. Pipe;;ICAC;2021;;;
;Understanding the End-Users and Technical Requirements for Real-Time Streaming Data Analytics and Visualisation;F. Dinmohammadi and D. Wilson;;ICAC;2021;;;
;Application of LED Lighting in Ultraviolet Curing with Circular Economy Benefits;W. Peng and D. Su;;ICAC;2021;;;
;Investigation of older people's needs at home to inspire inclusive home design with smart products and services;S. Wang, Y. Yin and A. Meera Guntupalli;;ICAC;2021;;;
;Prohibited Items Detection in X-ray Images in YOLO Network;Y. Wei et al.;;ICAC;2021;;;
;Study on the Design of Intelligent Mask Based on Blood Oxygen Detection Technology;W. Zhao, Y. Ma and Y. Liu;;ICAC;2021;;;
;Research on the design of smart cosmetic based on user experience;J. Wang, X. Zeng and M. Tang;;ICAC;2021;;;
;Life Cycle Assessment Based Method for Sustainable Consumption and Product Service with A Domestic Lighting Product Case Study;S. Wang and D. Su;;ICAC;2021;;;
;Research on the Design of Intelligent Eco-friendly Cosmetics based on Extension Innovation Method;J. Wang and M. Tang;;ICAC;2021;;;
;Based on Visual Cognition Characteristic of Helmet-mounted Displays a Summary of the Interface Design;X. Jinjun, F. Miaomiao and Z. Yumeng;;ICAC;2021;;;
;An Investigation into Performance Factors of Two-Stream I3D Networks;C. Dai, Y. Wei, Z. Xu, M. Chen, Y. Liu and J. Fan;;ICAC;2021;;;
;Apnoea-Pi: Sleep disorder monitoring with open-source electronics and acoustics;J. Vernon, P. Canyelles-Pericas, H. Torun, R. Binns, W. P. Ng and Y. -Q. Fu;;ICAC;2021;;;
;A Literature review on Design for Emotion;Z. Zhu and S. Qin;;ICAC;2021;;;
;Buffer-referred Data Prefetching: An Effective Approach to Coverage-Driven Prefetching;J. So and M. Lu;;ICAC;2021;;;
;Data Driven Transformation of a Classification Model into Ranking;S. Chakhar, Y. -L. Lin and R. Yang;;ICAC;2021;;;
;PosEmotion - Combining Real-Time 2D Body Pose Estimation and Facial Emotion Recognition to Analyze Human Behavior;A. Adhikary and N. Bhandari;;ICAC;2021;;;
;Shape-based Representation and Abstraction of Time Series Data along with a Dynamic Time Shape Wrapping as a Dissimilarity Measure;F. E. Gmati, S. Chakhar, W. L. Chaari and M. Xu,;;ICAC;2021;;;
;Terrain Adaptive Gait Transitioning for a Quadruped Robot using Model Predictive Control;P. Saraf, A. Sarkar and A. Javed;;ICAC;2021;;;
;Deep Learning Based Power Allocation Schemes in NOMA Systems: A Review;Z. Elsaraf, F. A. Khan and Q. Z. Ahmed;;ICAC;2021;;;
;The Price Scraping Bot Threat on E-commerce Store Using Custom XPATH Technique;R. Yaqoob, Sanaa, M. Haris, Samadyar and M. A. Shah;;ICAC;2021;;;
;Requirements for Standards and Regulations in AI-Enabled Prognostics and Health Management;S. Ochella, M. Shafiee and C. Sansom;;ICAC;2021;;;
;A Developed Convolutional Neural Network Architecture for Condition Monitoring;I. Alqatawneh, R. Deng, K. Rabeyee, Z. Chao, F. Gu and A. D. Ball;;ICAC;2021;;;
;An Overview of Automated Manufacturing for Composite Materials;A. Loeliger, E. Yang and I. Bomphray;;ICAC;2021;;;
;Modelling and control of the charging process of a PV-compressed air system for efficiency improvement from panel cleaning and cooling;M. King, D. Li, M. Dooner and J. Wang;;ICAC;2021;;;
;Enhanced Data-Driven Fault Diagnosis of Chemical Process via Information Fusion in Multiple Neural Networks and Andrews Plot;S. Wang and J. Zhang;;ICAC;2021;;;
;Performance evaluation of Nuclear Power Plant Injection Systems using PetriNets;K. Patidar, Tushar, M. Das and B. R. Mohan;;ICAC;2021;;;
;Nonlinear Super-Twisting based Speed Control of PMSG-ECS using Higher Order Sliding Mode Control;M. W. Ayub and X. Ma;;ICAC;2021;;;
;6D Object Pose Estimation with Attention Networks;T. Chen and D. Gu;;ICAC;2021;;;
;Research on Intelligent Product Design based on Cognitive Thinking and Visual Thinking;D. Hemin and J. Junjie;;ICAC;2021;;;
;Towards Autonomous Industrial Warehouse Inspection;F. Farahnakian, L. Koivunen, T. Mäkilä and J. Heikkonen;;ICAC;2021;;;
;The Road to a Smarter Future: The Smart City, Connected Cars and Autonomous Mobility;L. Barron;;ICAC;2021;;;
;"""Video saliency detection based on temporal difference and pixel gradient";X. Lu, M. Jian, R. Wang, Z. Yun, P. Lin and H. Yu;;ICAC;2021;;;
;Classification Of Damaged Vegetation Areas Using Convolutional Neural Network Over Unlabelled Sentinel-2 Images,;S. Haque, N. Rahman and M. Mostakim;;ICAC;2021;;;
;The ingenuity of malware substitution: Bypassing next-generation Antivirus;O. Ellahi, M. A. Shah and M. Usman Rana;;ICAC;2021;;;
;A Comparative study on Securing Electronic Health Records (EHR) in Cloud Computing;A. Ishaq, B. Qadeer, M. A. Shah and N. Bari;;ICAC;2021;;;
;Accurate Visual Tracking with Attention Feature Fusion;S. Hu, L. Sun and H. Yu;;ICAC;2021;;;
;Gait Phase Detection Based on a Foot-Mounted Inertial Sensor Using Long Short-Term Memory Enhanced by Hidden Markov Model;Z. Yu, J. Zhao, X. Zhou, K. Liu and Y. Yan;;ICAC;2021;;;
;Quantum Safe Cloud Computing Using Hash-based Digital Signatures;Z. Iftikhar, M. Iftikhar and M. A. Shah;;ICAC;2021;;;
;Malware Persistence and Obfuscation: An Analysis on Concealed Strategies;M. U. Rana, M. Ali Shah and O. Ellahi;;ICAC;2021;;;
;A Dome packing method for UAV positioning using 3D Beamforming in WPCN for water distribution network;V. Radhakrishnan, W. Wu and T. Wu;;ICAC;2021;;;
;An NCDP for developing a Blockchain based dynamic supply chain management with auto-generation of smart contract;K. Asawa, S. Kukreja and R. Gondkar;;ICAC;2021;;;
;An Improved Genetic Algorithm for Flexible Job Shop Scheduling Problem with Buffer Constraints;M. Hu, H. Chen, H. Luo, J. Zhang and S. Wang;;ICAC;2021;;;
;Probabilistic-constrained tracking control for a class of nonlinear stochastic systems with sensor saturation: the finite-horizon;B. Wei and E. Tian;;ICAC;2021;;;
;Random Forest for Intrusion Detection of Cloud Manufacturing Platform;X. Guo, H. Huang and X. Meng;;ICAC;2021;;;
;Rapid Determination of Transportation Line Layout by Combination of AGV's Line Searching and Conveyor's Neighbor Recognition;R. Koyama, S. Katsumata and N. Kimura;;ICAC;2021;;;
;Assessment for basic and advanced surgical skill training;X. Yue, Y. Xing, Y. Liang, B. Hu, Z. Wang and M. Wang;;ICAC;2021;;;
;Reactive and constrained motion primitive merging and adaptation;W. Si, N. Wang and C. Yang;;ICAC;2021;;;
;Single-Leader-Dual-Follower Teleoperation in Object-Holding Task with Internal Force Regulation;D. Huang, Y. Jiang and C. Yang;;ICAC;2021;;;
